outcome_cat,outcome,cohort,analysis,term,hr,conf_low,conf_high,outcome_time_median
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0365_0714,1.228057609,0.993822071,1.517500502,421.5
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0000_0028,4.113502172,3.527530011,4.79681252,7
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0197_0365,1.294974467,1.154750249,1.452226463,272
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0028_0197,1.540343656,1.394125611,1.701897276,110
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0028_0197,1.335408415,1.274248035,1.399504325,113
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0365_0714,1.223590736,1.110902981,1.347709309,420
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0000_0028,4.260792057,3.985162497,4.555485245,3
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0197_0365,1.217311646,1.15443358,1.283614467,270
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0365_0714,2.038894604,1.719433025,2.417710457,463
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,2.748174849,2.489908344,3.033229823,99
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,19.32782949,17.62263226,21.19800344,7
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,220.2629368,194.1148511,249.9330295,1
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0197_0365,1.83692504,1.617772819,2.085764594,274
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0001_0028,2.75769894,2.56596431,2.963760412,10
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0365_0714,1.23877549,1.140370171,1.345672445,421
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0028_0197,1.374510891,1.320827323,1.430376369,112
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0197_0365,1.223620428,1.169204237,1.280569215,270
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0000_0001,43.42729293,39.70624821,47.49705289,1
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0365_0714,1.106982885,1.007328886,1.21649555,415.5
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.256450122,1.203228514,1.312025846,114
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.14326323,1.017512335,1.284555251,17
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,28.643411,25.82413404,31.77047457,1
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0197_0365,1.168043781,1.112751508,1.22608351,270
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0365_0714,1.163566681,1.030725261,1.313528904,420
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0028_0197,1.344675621,1.266669776,1.427485331,116
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0000_0028,3.550562795,3.228951075,3.904207858,3
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0197_0365,1.238629511,1.159259757,1.323433387,269
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0197_0365,1.210299885,1.136855517,1.288488986,271
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0365_0714,1.306779624,1.166739364,1.463628501,422
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0000_0028,4.889229403,4.549627112,5.254180962,4
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0028_0197,1.40166196,1.32872338,1.478604411,107
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0000_0028,15.19648699,13.6623,16.90296,8
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0365_0714,1.293378492,0.98263,1.7024,405
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0028_0197,1.444871049,1.27695,1.63488,107.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0197_0365,1.080859086,0.93594,1.24821,266.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0365_0714,1.135158961,0.9442,1.36474,418
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0028_0197,1.654493072,1.52867,1.79067,91.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0000_0028,29.22917759,27.69477,30.8486,7
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0197_0365,1.006959526,0.90985,1.11443,272.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0197_0365,1.170551147,1.05932,1.29346,276
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0365_0714,1.31137564,1.12557,1.52785,432
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0028_0197,2.346101416,2.18786,2.51579,74
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0000_0028,39.64228909,37.86509,41.5029,1
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0197_0365,1.180448963,1.0111,1.37816,285
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0000_0028,22.47170112,20.6844,24.41344,0
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0365_0714,1.087084588,0.89424,1.32151,430
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0028_0197,2.067250318,1.84669,2.31415,82
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0028_0197,1.884886734,1.41971,2.50248,92
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0197_0365,0.798836625,0.52741,1.20994,265
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0000_0028,48.66345436,41.71695,56.76666,2.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0365_0714,1.801004246,1.13965,2.84614,445
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0197_0365,1.339927623,0.796139864,2.255138748,271
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0000_0028,66.72688866,52.58889627,84.66565251,2
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0365_0714,0.524581908,0.130293458,2.112048226,395.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0028_0197,2.981677316,2.063073993,4.309293631,95
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0197_0365,1.130821671,0.8959,1.42735,278.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0000_0028,45.97003249,41.13211,51.37698,5.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0028_0197,1.898887297,1.58149,2.27999,96
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0365_0714,1.43298197,0.993,2.0679,416.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0365_0714,1.18116716,1.06744,1.30702,420
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0028_0197,1.858454637,1.7727,1.94836,84
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0000_0028,25.65256988,24.80763,26.52628,1
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0197_0365,1.093628326,1.02713,1.16443,274
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,4.388278461,4.011326562,4.800658039,63.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0365_0714,1.27264244,1.025547176,1.579272819,470.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,88.51526296,84.07136319,93.19406133,8
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0197_0365,1.389178826,1.182677458,1.631736198,274.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,981.5088201,919.9046285,1047.23957,0
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0028_0197,1.861350687,1.780049192,1.946365525,85
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0001_0028,16.55066033,15.92897854,17.19662253,9
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0365_0714,1.203374748,1.094282831,1.323342456,422
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0000_0001,312.1416215,298.6349726,326.2588224,0
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0197_0365,1.094589273,1.031787567,1.161213408,274
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),No prior history of outcome,days0197_0365,1.114947699,1.04577,1.1887,277
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),No prior history of outcome,days0000_0028,32.28311315,31.26369,33.33578,2
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),No prior history of outcome,days0365_0714,1.202337614,1.08254,1.3354,423
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),No prior history of outcome,days0028_0197,1.97068939,1.87807,2.06788,84
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0197_0365,1.049565742,0.985255284,1.11807393,274
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0365_0714,1.164942116,1.048368452,1.294478356,417.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,5.991740874,5.611106853,6.398195516,13
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.54446319,1.467493143,1.625470317,93
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,196.1065237,184.8702079,208.025985,0
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Prior history of outcome,days0000_0028,12.57615206,11.44268,13.8219,1
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Prior history of outcome,days0197_0365,1.014435645,0.87398,1.17746,271
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Prior history of outcome,days0365_0714,1.202566088,0.96489,1.49879,422
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Prior history of outcome,days0028_0197,1.469306293,1.31083,1.64694,91
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0365_0714,1.15207136,1.01295,1.3103,420
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0197_0365,1.117787991,1.03227,1.21039,277
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0000_0028,20.7202085,19.75247,21.73536,1
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0028_0197,1.745630246,1.63993,1.85815,87
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0000_0028,36.10495385,34.70355,37.56295,3
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0365_0714,1.235694246,1.07411,1.42158,425.5
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0028_0197,1.992875213,1.87094,2.12276,82
Cardiovascular diseases,Venous thrombotic events,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0197_0365,1.056173248,0.96761,1.15284,273
Cardiovascular diseases,Acute myocardial infarction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,1.537664182,0.684809145,3.452656725,63
Cardiovascular diseases,Acute myocardial infarction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,219.9618231,145.0724104,333.5107171,0
Cardiovascular diseases,Acute myocardial infarction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,18.13999193,13.14066999,25.04126339,4
Cardiovascular diseases,Acute myocardial infarction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,144.8587312,111.7577967,187.7636517,0
Cardiovascular diseases,Acute myocardial infarction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.614325625,1.10953954,2.348764864,64
Cardiovascular diseases,Acute myocardial infarction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,7.270419553,5.654841043,9.347556759,6
Cardiovascular diseases,Acute myocardial infarction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.61649205,1.065659014,2.45204728,64
Cardiovascular diseases,Acute myocardial infarction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,3.67722356,2.484924806,5.441599264,8
Cardiovascular diseases,Acute myocardial infarction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,116.5176775,83.72452958,162.155216,0
Mental illnesses,Addiction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,7.700790608,4.60990385,12.86409375,2
Mental illnesses,Addiction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,0.737073104,0.235989492,2.302121525,68
Mental illnesses,Addiction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,322.1357369,223.1878961,464.950989,1
Mental illnesses,Addiction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,1.008355514,0.709896851,1.432293922,7
Mental illnesses,Addiction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,42.59675173,33.14076183,54.75080107,1
Mental illnesses,Addiction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,0.768786332,0.56681064,1.042733468,69
Mental illnesses,Addiction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,22.45241495,15.73794742,32.03155556,1
Mental illnesses,Addiction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,0.783291047,0.571503076,1.073563538,69
Mental illnesses,Addiction,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,0.516522343,0.310742924,0.858572506,15
Cardiovascular diseases,Angina,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,296.104668,236.4070246,370.8771961,0
Cardiovascular diseases,Angina,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,1.33142993,0.655342814,2.705004836,45.5
Cardiovascular diseases,Angina,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,19.48640416,15.33109318,24.76798768,5
Cardiovascular diseases,Angina,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.342441673,0.966758844,1.864115168,61
Cardiovascular diseases,Angina,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,144.5006492,120.3657471,173.4749138,0
Cardiovascular diseases,Angina,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,6.33103671,5.14944015,7.783763799,6
Cardiovascular diseases,Angina,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.328872715,0.920788786,1.917815159,69
Cardiovascular diseases,Angina,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.810044807,1.175317472,2.787555369,12
Cardiovascular diseases,Angina,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,68.24853714,49.40867421,94.27216773,0
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0000_0028,12.83554,10.53661,15.63607,1
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0028_0197,1.12444,0.71946,1.75739,62
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0028_0197,1.44347,0.84872,2.45499,55
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0000_0028,25.3437,21.11129,30.42463,0
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0000_0028,14.99699,13.05246,17.2312,0
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0028_0197,1.48579,1.08721,2.03048,61
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,1.559809035,0.877339628,2.773161486,46.5
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,19.56262778,15.64504103,24.46121984,7
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,289.6200814,224.4033271,373.7903206,0
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.536846516,1.160172499,2.035815753,60
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,8.528069355,7.197825741,10.10414767,7
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,198.4588949,168.7769465,233.3610908,0
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0028_0197,1.91219,1.41294,2.58785,61.5
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0000_0028,21.16475,18.53007,24.17403,0
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,4.351749726,3.35651086,5.642086816,7
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.445437003,1.050818937,1.988247306,62
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,152.4288607,123.7978508,187.6816169,0
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Prior history of outcome,days0000_0028,8.5834,6.48064,11.36842,1
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Prior history of outcome,days0028_0197,0.64721,0.30638,1.3672,50
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0000_0028,13.35716,10.92748,16.32706,0
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0028_0197,2.21105,1.54606,3.16207,50
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0000_0028,18.60106,16.03947,21.57176,0.5
Cardiovascular diseases,Arterial thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0028_0197,0.94619,0.60044,1.49104,79
Cardiovascular diseases,Deep vein thrombosis,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,2.331066761,0.316586428,17.16394564,47
Cardiovascular diseases,Deep vein thrombosis,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,263.910228,53.14085342,1310.642822,0
Cardiovascular diseases,Deep vein thrombosis,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,38.19230288,17.63497242,82.71359683,9
Cardiovascular diseases,Deep vein thrombosis,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.613789597,1.15391926,2.256931619,49
Cardiovascular diseases,Deep vein thrombosis,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,6.489075042,5.155391189,8.167770639,10
Cardiovascular diseases,Deep vein thrombosis,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,75.50198898,55.35001887,102.9908346,0
Cardiovascular diseases,Deep vein thrombosis,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.066082697,0.695234347,1.634747241,50
Cardiovascular diseases,Deep vein thrombosis,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,3.585636487,2.604584079,4.936215774,13
Cardiovascular diseases,Deep vein thrombosis,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,45.95938171,30.25465328,69.81612498,0
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0028_0197,1.220710525,1.133921533,1.314142242,59
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0000_0001,6.976609045,5.8979245,8.252576608,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0001_0028,1.271932149,1.164876516,1.388826515,12
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0028_0197,1.364315325,1.237260264,1.504417752,69
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0001_0028,2.379040983,2.135485279,2.650374627,8
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0000_0001,29.48672282,25.68341412,33.85324157,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0001_0028,7.664428884,6.348763059,9.252751808,6
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0000_0001,158.5056121,132.6877999,189.3467519,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0028_0197,1.76225264,1.342253208,2.313672757,62.5
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0000_0001,253.364712,178.1746056,360.2855819,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0001_0028,6.293799863,3.64989719,10.85287476,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0028_0197,1.858287937,0.874835596,3.947292891,66
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Black,days0001_0028,1.90332112,1.365373523,2.653216299,7
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Black,days0000_0001,17.66928938,10.98315829,28.42568401,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Black,days0028_0197,1.392430678,1.062392336,1.824997346,65.5
